"","DIA.mid","NVDA","AAPL","MSFT","BAC","JPM","V","GOOGL","META","NFLX","AMZN","TSLA","HD","LLY","JNJ","UNH"
"2022-02-18",-0.00507733908166308,-0.0189333557272526,-0.00304954407953939,-0.00221862039306409,0.00130239578225466,0.00795753495827745,-0.0036507710814121,-0.0030613363272437,0.00122762320437797,0.0240256278362112,-0.0094162425880383,-0.0161008909349787,-0.00169568412298315,-0.00309168254474834,-0.0122751121340563,0.00113748281301818
"2022-02-22",-0.0119068939133373,-0.00465276243247703,-0.0172146134505539,0.000312616257317266,-0.00979109801033151,-0.00207042732532803,-0.00251472981206524,-0.00154140647460932,-0.0115929713649022,-0.0219019709902077,-0.0122377583919514,-0.0327487602968515,-0.0644333357146553,-0.00466062639326692,-0.00777422036190867,-0.0113400583644363
"2022-02-23",-0.00437487330132957,-0.00692598345474915,-0.00833745323095925,-0.00632556672357865,-0.00482882383827354,-0.00813190900548899,-0.00664200615150079,-0.000186894839798168,0.002053646633843,-0.0027823293529935,-0.0132525098434546,-0.0287268683153061,-0.00765415227553679,0.00510180055366316,0.0037545200398732,0.00166480507970435
"2022-02-24",-0.0114774155461991,-0.00187608069532563,-0.0165240466760492,0.0109537497575918,-0.0427646060826619,-0.0424036599747879,-0.0291502581982165,0.0108846600898607,0.00420764286574893,0.0143281617707438,0.00550657427969914,-0.0167530041266074,-0.00675962597293633,0.00274851574003243,-0.0204378994169253,-0.0183956353528505
"2022-02-25",0.0141421345610888,0.00214757439908841,0.00156685274312673,0.000169737779216472,0.0204128744987304,0.0205465317052929,0.000759288006514813,0.00618356384638208,-0.00168596384019903,-0.0169089106629414,0.00161043039103781,0.000224717328352719,-0.00234639693039373,0.0215360907582824,0.0329138854884516,0.0221873476263243
"2022-02-28",-0.0094996198073003,0.00120053137626841,-0.00561122624752286,-0.00417069807459347,-0.0259884933750775,-0.0337906329577055,-0.0151639736984048,-0.00213823565258853,-0.00232800206060357,-0.00220062534481624,-0.00740300096748747,0.0443466720325936,-0.0106426501883629,-0.0140522585987851,-0.0133735013295369,-0.00901735900141221
"2022-03-01",-0.01227385097504,-0.0258560522396857,-0.00505687669434296,-0.00913688847770722,-0.0308823472297919,-0.033638957473928,-0.0226957194619463,-0.00236942408036245,-0.0191678822553363,-0.0130918705621341,-0.00993078730373553,0.0016083758606571,0.00717162633295199,-0.00824163866271344,-0.00601571033058079,-0.0074074724875568
"2022-03-02",0.0132368940257968,0.0185288319026797,0.0119791781103691,0.008933698585462,0.014363048869082,0.0137412974857831,-0.00289516846149906,0.000787003744883608,0.0102953144368507,-0.0104209855753798,-0.00176820515844034,0.00116277283932975,0.0161904685670375,0.0131062295489417,0.0111890188077601,0.0131863811823327
"2022-03-03",0.00113567701131534,-0.0133154122357757,0.00402260931892817,-0.00532997798228785,-0.00706673554805559,-0.0018667586050346,0.00263815743970275,0.0011963564364339,-0.0137427351014543,-0.012222680842034,-0.0109173055499833,-0.0231505986268494,-0.00187862511023318,0.0110752442549911,0.0107805867098367,0.00292553907177973
"2022-03-04",-0.00974481229158097,-0.0266931076623229,-0.0144678530452726,-0.0152237249202229,-0.0378913262909123,-0.0316725538076744,-0.027095488006244,-0.013480318140659,-0.00310393101947837,-0.00563752716159449,-0.0139960316428611,0.00132852856652765,-0.00393075192771819,0.00328635619854634,-0.000741882560393758,0.00407941105507881
"2022-03-07",-0.0137754027069555,-0.032895899982287,-0.0069865747529646,-0.0198371111287988,-0.043711865254648,-0.0266368628291568,-0.0258375135844671,-0.0219207914653083,-0.0298660329253034,-0.0155640870294705,-0.0266786516411309,-0.00350117219043988,0.00183490391659502,-0.00808384387519268,0.00448431765039858,-0.0143186593342878
"2022-03-08",0.00535815904129811,0.00747003219499542,0.000251104298562677,-0.006919823273562,0.0149973618493062,0.00247649743909562,0.00443104999593924,0.0164881513277375,0.0209900119110853,-0.00141322190197712,-0.00230630808648202,0.0142931528662602,-0.00170396199054756,0.00177717876879946,-0.00810064367614438,-0.0182081573768584
"2022-03-09",0.0207485045190372,0.0566840007191787,0.0252159626469812,0.0338589673055352,0.0594713673806513,0.0431800528741408,0.0321318440195395,0.0370836672450836,0.0326869991568335,0.0455436987451658,0.0185605629713594,0.0265466293733256,0.00931367145919393,0.0192360073853646,0.00201515134797736,0.0151966532633654
"2022-03-10",-0.00790340298462655,-0.0295037760762422,-0.0292420956053282,-0.0170190768184034,-0.00596980589103013,-0.0116531795318168,-0.00820981079971839,-0.00995160806847084,-0.0243072894117994,0.00381836517386436,0.0505980144808342,-0.03092655988552,-0.0116488246595876,0.00949425410426508,-0.00144663879132656,0.000411849344969184
"2022-03-11",0.00180669473599093,-0.00275844960123128,-0.0102826447065374,-0.00392168889509137,0.00405711409650289,-0.00462612321801914,0.00343486538860849,-0.00540667596123934,-0.0261001417697083,-0.0142668637331729,0.00479846249653915,-0.0232792196906428,0.00336543786878774,0.00892795788615341,0.00341861262840593,-0.00668444498980536
"2022-03-14",0.00507550562483505,-0.0176244620478624,-0.0169326904254622,0.00192806538369417,0.0300024554806972,0.0169524212036674,0.0233083793329711,-0.0156194025913876,0.00770214642142308,-0.013957518451658,-0.00932836564261608,-0.0213491052442617,0.0104643047230042,0.0105520576274583,0.0170356917795,0.0156667478159838
"2022-03-15",0.0118459366696704,0.0398499945855622,0.0156354472359121,0.0247251000343769,0.00303393423147225,0.0166705525763582,0.0178455394377579,0.0145811144206893,0.0132079315940565,0.0237152321322855,0.0221320913145817,0.0191813713473641,0.021657886008654,0.0155204574414789,0.0165705700987107,0.0116924627300834
"2022-03-16",0.00532439552610975,0.0396770533991206,0.0137984851993973,0.00604219364798619,0.0237349085060947,0.0300422968394334,0.0203502459845009,0.0142087864586777,0.0369473585679576,0.0226181862571022,0.0195787119876336,0.0252403960050587,0.00167408241752276,0.00127062409922685,-0.00786307562751054,-0.000311298785236058
"2022-03-17",0.00363254495657128,-0.00498043324750941,-0.00172312740644565,-0.0064541061840413,-0.00852798762326801,-0.00249272837083092,-0.00349269779026629,-0.00110857066053205,0.00464073094715833,0.0183621458417311,0.011203156443645,0.0120562106322035,0.0035961051930975,0.0171104432953066,0.00572995843527635,0.00580015267975997
"2022-03-18",-0.00117242444282561,0.0335338619064536,0.00933881238699841,0.00557213015940317,-0.01010921399681,-0.00353184095147785,0.00620752854151352,0.00308016863686711,0.0171285856943564,0.0100565651618916,0.0099434584706275,0.0183800312514575,0.000490571269199602,0.00908894915468728,-0.00831448639892152,-0.00177506590664245
"2022-03-21",-0.00453645610747977,0.0040260321768204,0.00426884129695804,-0.0096860782021212,0.00163164999967091,-0.00253398266139848,-0.012801790412862,-0.00407162956314566,-0.0245738812870611,-0.0137152193285471,0.000421661716210497,0.0216260588619608,-0.0201179665551552,0.0135759397915503,0.00514761595815938,0.00505808421578169
"2022-03-22",0.00680289146629787,-0.00295498495860003,0.0107933001572933,0.00910880736518616,0.0309290559808602,0.0227354328000278,0.0061509710429597,0.0181794525910954,0.0157453974900379,0.00565951828028122,0.0151184763235854,0.0419524914913487,-0.00520689912048744,-0.00920110623581016,-0.00392425885355585,0.00134932347171812
"2022-03-23",-0.00932099224288674,-0.0162305846702355,0.00784853252791895,-0.0117904080900588,-0.0149389259891748,-0.0156008873250407,-0.0124731363037929,-0.00826666858672487,-0.0100161117040585,-0.0116081680666442,-0.00218639062179871,0.0146582656283849,-0.0233827873016595,0.00261388816466779,-0.00105717250279014,-0.00222634220391604
"2022-03-24",0.00535801612727926,0.0577162681713941,0.0115445406285302,0.00591011248778228,0.00162449975809564,0.000930067849104654,0.00535685296491617,0.0101916536737989,0.020003695677737,-0.000427267673902665,-0.00810090888063775,0.00754168489425311,-0.000630805727621642,0.00902566036585006,0.0026672248310935,0.013095396129047
"2022-03-25",0.00200255670232186,-0.0119182866087117,-0.000316010411074763,-0.00560671422832626,0.016833071432709,0.0092401407335585,0,-0.00484384509999558,0.0119551499888115,-0.00978143797570763,0.000976136543124673,-0.00430011259888519,-0.00706191334140427,0.00495320581485603,0.00696184405995237,-0.00111987726877372
"2022-03-28",-0.0031703992633193,0.00130002356290548,-0.00489356313507328,0.0127930538742593,-0.0100617112123227,-0.0175098692391001,0.00373118376017145,-0.00540686261521939,-0.000135308074541984,-0.000922782299599856,0.0133228430807115,0.0644146183617837,0.00357285919695194,0.00470561179447104,0.00195004083356176,-0.000107251408723141
"2022-03-29",0.00695301153815797,0.00864663816537115,0.0118165674642656,0.00558411742322829,0.00459244010202542,0.00745375677963822,0.0250260170746102,0.010324766019433,0.0201261240382131,0.0261683826303138,0.0021273664078818,0.0019233923348061,0.00852745305135483,-0.00445725514446571,0.00151828510536101,0.000477387200623625
"2022-03-30",-0.00287559675365667,-0.0229096824233924,-0.00449825605928489,-0.00521544736489454,-0.00552481287653561,-0.00116867328723924,-0.0161099224137515,-0.0024226275371444,-0.00404594232448596,-0.0157087312777338,-0.0123423923877556,-0.000541121711420067,-0.0221585517468003,0.00606811835473664,0.00579493146207843,0.0119632393243601
"2022-03-31",-0.00839198742826908,0.00249184865061469,-0.00874730211620522,-0.0074713911061276,-0.0222093005513035,-0.0159028965968904,-0.00343825252761387,-0.00966794315509156,-0.0108624359763729,-0.00698609510973347,-0.00948126666826932,-0.00374775467793564,-0.0163229869117518,-0.00355312010085995,-0.00554037049655853,-0.00967703470538017
"2022-04-01",-0.000100880560144456,-0.0148244178098805,-0.00687244112048324,-0.00154062744798367,-0.00424553952514883,-0.00524504055802033,0.0119943905012818,0.00231354691412977,0.0118276544621287,0.000253624059182611,0.00659980842904706,0.00287206763211634,0.00603016074413421,0.00768241172100081,-0.00121309227034649,0.00141188006700133
"2022-04-04",-0.00102011717009864,0.0139825106868861,0.0123630683200888,0.00966315960775521,-0.0061125158440507,-0.0029191977695171,0.00326915307991138,0.0132768413558642,0.0233711234635177,0.0297346595995298,0.013695313808999,0.0245530896378416,0.00375962917540584,0.00100795488232741,-0.00749199767765674,-0.00796940443126715
"2022-04-05",-0.00276313241574377,-0.0288925666386886,-0.0116565893442963,-0.00825477376714923,-0.0105315256732945,-0.0125451358583442,-0.00259069093287989,-0.00898777772797232,0.000213788754920285,-0.0200383652322561,-0.0157902975466874,-0.0221441794259285,0.000245474868536544,0.00358583097250254,0.0084999850412506,0.0124406912618733
"2022-04-06",-0.00565915422937735,-0.0493424865865528,-0.0181651589176841,-0.0290305230748933,-0.0114599152669623,-0.0118493643696852,-0.0236410336913582,-0.0224214360850258,-0.0286404065956617,-0.0277522115510821,-0.0263798343450984,-0.0347396347941339,-0.0230761291784739,0.0279496848600087,0.0168909407673588,0.0154511739978167
"2022-04-07",-0.000739636327841686,-0.0125783263705117,-0.00130942484853325,0.001669449081803,-0.00717888537238509,-0.00886005396799872,-0.012921793078107,-0.0062396005725901,-0.00564264271836312,-0.0196416266072525,-0.00920120685494064,0.00316038852481171,0.00184225824756079,0.0119670537076053,-0.00351204195057619,0.0029807653458509
"2022-04-08",0.00264471856780757,-0.0295563397437938,-0.00958523022963442,-0.0088595354952542,0.00812388169034373,0.0122435227841233,0.000439550556467605,-0.0115591456106946,-0.00165954304665628,-0.0095678695366167,-0.0125788581184877,-0.0206382886049037,0.013327840337273,0.00562531501585983,0.000275104826523931,0.0122636386773394
"2022-04-11",-0.00708180541913905,-0.048834280696318,-0.016608836551623,-0.0274943883603037,0.00567185024461381,0.00183530681778299,-0.007489134494435,-0.0218100360269395,-0.0198578728878985,-0.0165505417892524,-0.0137575136650484,-0.0330914371241715,-0.0034070982922868,-0.00251853975411653,-0.00120795957174846,-0.00702436408951623
"2022-04-12",0.00196674757855653,0.00394671572611882,0.015113105601315,0.00124441021032595,-0.00315736295827795,-0.00270677150640275,-0.00421419687681901,0.00287992635423984,0.00517414340963218,0.00813221127153185,0.0107132208413003,0.0235313972418512,0.00806926869348401,-0.00668372118888572,-0.00186276185105816,-0.00313522914360553
"2022-04-13",0.00460229367840626,0.0220191712311082,0.0074257132887614,0.0102105567927091,-0.0123818924093656,-0.0297247408969556,-0.00420998952672491,0.0103590276941863,-0.000793864618613305,0.00720723916688604,0.0134294541292712,0.0128881610474683,0.00790100264922744,-0.0120909861304892,0.000778249159494315,-0.000487174223680387
"2022-04-14",0.00211127865259453,-0.0104940259086043,-0.013174854446012,-0.0132292355899351,-0.0160999486067315,-0.00502751915948885,0.00454819511359594,-0.0104219173795301,-0.0116052034179857,-0.0128413339324857,-0.0119357514346102,-0.0243747496531523,-0.00686173587225047,-0.00112337391084461,-0.000525898639276878,0.012439464945589
"2022-04-18",0.000174264594105855,0.0153119059723217,-0.0012401632318465,0.00203697727752838,0.0184988450310952,0.0100697782279273,0.00415907605408372,0.00368691850551039,0.00314021940481291,-0.0121361231814127,0.00289049637420624,0.00930454593237728,-0.00661691909744855,-0.00805006557245791,-0.00742074208099353,0.00162670637835749
"2022-04-19",0.00841321988468957,0.00277731418915672,0.00481612730157477,0.00630978040985064,0.0166023781324458,0.010236608619683,0.0061218760444024,0.0077519833802755,0.013972538813553,0.0135854982337293,0.0151503787407428,0.0107986900070878,0.0125245990228398,-0.00694402033388575,0.029747809995357,0.00894991032947523
"2022-04-20",0.00731842337965394,-0.011847893285399,0.000537703703474168,0.00783391505352071,0.01061410360205,0.0099527177682508,0.0157858435645155,-0.0043035608026506,-0.0495605207494536,-0.338501474295521,-0.0158902640611982,-0.0228809257943356,0.0166504725862311,-0.00457902368413055,0.000163856122989081,0.0111214066077565
"2022-04-21",-0.00142235371585997,-0.0133134832463283,0.00890991766567795,0.00111750014173895,-0.00617753000948096,-0.00148198580415426,0.00847150423331744,-0.00568179583705797,-0.0306605962439259,-0.029134774223851,-0.0119108780031099,0.0686860515119974,-0.00339538786974258,-0.00978084583445804,-0.000951672479953647,-0.00731670673748697
"2022-04-22",-0.0162060183639099,-0.00941388934958964,-0.0104254334181054,-0.00897400034037621,-0.0188897613270088,-0.0149739142020341,-0.01938091824426,-0.0212394968949893,-0.000398812009973604,-0.000274975651194498,-0.0110573123414208,0.0055958723492926,-0.0179146235411326,-0.0193363182485875,-0.00597186527627724,-0.0198627163256436
"2022-04-25",-0.00334049623295951,0.000281875153936628,-0.0060262740910203,0.00696999748870053,-0.0238285523173625,-0.0133664215184908,-0.00115289362482851,0.0105215503431444,0.00168376273730964,-0.0228980955276161,-0.000595816840417096,-0.0130242089827257,0.00201596419932315,0.00954324363532844,0.0157266227383199,-0.0037336201027266
"2022-04-26",-0.0143880936997904,-0.0338157130562621,-0.0205673256574732,-0.0232972660176789,-0.00831325732582466,-0.0168020311992112,-0.0243867358495352,-0.0208288971521964,-0.0194930432931304,-0.0295126115720847,-0.0286241999200677,-0.0606400857165922,-0.00426314370482639,0.00455816177183421,-0.00341376552652173,-0.00836402922590473
"2022-04-27",0.0047826169972025,-0.00316690122750285,0.00500635215201961,0.0549367224988591,0.00246908760920417,-0.00512109633075231,0.081178500511029,-0.0308533611099447,-0.0323017059402353,-0.0222782452469622,-0.0037664492751005,0.0242577336473884,0.00936795871926677,0.00540965990427256,-0.00758060603536859,0.003075219903794
"2022-04-28",0.010464524586751,0.0460765276085464,0.0329245124146134,0.0105924722373765,0.00841380152209048,0.00802999755824185,0.0373172567418285,0.0226410336050611,0.147270647836998,0.0265195713149498,0.0358388313614941,-0.0234370780728758,0.0237897974355319,0.0331299149235122,0.00609551314526624,0.0115120542088076
"2022-04-29",-0.0151050719765639,-0.0232281553281045,-0.011702523360242,-0.0222352737383406,-0.0129041120279442,-0.0169044537999137,-0.017606281481711,-0.0224029240846835,0.00223593590640947,-0.0108510090344774,-0.127274838765777,0.0281364697187168,-0.0193899577828436,-0.0136071014890448,-0.0113649113570515,-0.0209564382245685
"2022-05-02",-0.00391279242733833,0.0234808416726913,-0.012051975705955,0.0110262789655562,0.00448430061781413,0.000879687849358213,-0.0167972680947627,0.00493606150077297,0.0297550951811394,0.0249527421193614,-0.0222076664420888,0.00739011090397135,0.0131491753904376,-0.0122206115926053,-0.00687135901047697,-0.0100776420494131
"2022-05-03",0.00158737730778014,-0.00276459590829647,0.00351354951624638,-0.00819067677103491,0.0232430014975906,0.0168119682622248,-0.0075166470338307,0.00562046394660687,0.0017287463929041,-0.00238141275003234,0.000182707146947125,0.00375989364982332,-0.00312736329299157,-0.00897916191959325,0.00288288956229299,0.000698405882028075
"2022-05-04",0.0133887179392689,-0.00135189007241643,0.0212565806399947,0.00718649004203997,0.0238351278231763,0.0165813292348875,0.00721617232657312,0.0140730643891667,0.0169787583089263,-0.0108820602533996,-0.0133759011872354,0.0122518044975373,0.0143625557631801,0.0086090035910884,0.00300074980232212,0.00362274844138133
"2022-05-05",-0.0235620364155469,-0.0551539311230826,-0.0391820546645507,-0.0332264618269819,-0.0279647838833679,-0.0233674070941124,-0.0265476392942404,-0.034669685367745,-0.0458574037807046,-0.052227800320475,-0.0527501408604301,-0.0535050860866891,-0.0405157123281493,-0.0110376566638895,-0.0150387985625577,-0.0151096942278359
"2022-05-06",-0.0076913558661692,-0.00493527980604236,0.000255108024767914,-0.00753564647804494,-0.011321287534476,-0.00956260148566335,-0.0110602426997916,-0.00611128213681589,-0.0147877579206435,-0.0361618884371248,-0.00292937374956559,-0.00884589747745623,-0.0201597533209077,0.00347162638642717,-0.00554421677978245,-0.00290062571768468
